Id,Edad,Ingrediente_1,Ingrediente_2,Ingrediente_3,Sodio en mg,Gramos de aspartamo,Azucar Gramos,Gramos entre Azucar y otros endulcorantes,Densidad,pH,Litros de Cafeina,Grado de Colorante,Indice Satisfaccion
3131,19.0,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,0.45,0.45,9.5,0
3132,18.0,6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,0.34,0.34,9.3,0
3133,10.0,7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,0.59,0.59,10.2,1
3134,28.0,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,0.49,0.49,10.7,0
3135,16.0,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,0.43,0.43,8.8,1
3136,15.0,7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,0.61,0.61,9.3,0
3137,28.0,4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,0.55,0.55,10.2,0
3138,21.0,7.8,0.26,0.44,1.3,0.037,43.0,132.0,0.9944,0.65,0.65,10.0,0
3139,18.0,8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,0.4,0.4,12.6,1
3140,17.0,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,0.4,0.4,11.8,1
3141,24.0,6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,0.5,0.5,9.3,0
3142,18.0,5.9,0.25,0.27,1.5,0.029,37.0,81.0,0.9892,0.46,0.46,12.2,1
3143,19.0,7.6,0.32,0.34,18.35,0.054,44.0,197.0,1.0008,0.55,0.55,9.0,0
3144,16.0,10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,0.51,0.51,9.8,1
3145,18.0,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,0.39,0.39,9.4,0
3146,27.0,6.0,0.25,0.28,2.2,0.026,54.0,126.0,0.9898,0.65,0.65,12.9,1
3147,24.0,6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,0.49,0.49,9.2,0
3148,12.0,6.8,0.22,0.41,6.7,0.034,39.0,116.0,0.99245,0.46,0.46,11.5,1
3149,23.0,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,0.55,0.55,12.8,1
3150,21.0,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,0.42,0.42,9.3,0
3151,22.0,9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,0.62,0.62,9.4,0
3152,17.0,7.1,0.27,0.28,1.25,0.023,3.0,89.0,0.98993,0.3,0.3,11.4,0
3153,30.0,6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,0.56,0.56,9.3,0
3154,30.0,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,0.36,0.36,10.7,1
3155,23.0,5.7,0.43,0.3,5.7,0.039,24.0,98.0,0.992,0.61,0.61,12.3,1
3156,27.0,5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,0.44,0.44,10.7,1
3157,12.0,7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,0.47,0.47,9.1,1
3158,17.0,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,0.57,0.57,11.4,0
3159,23.0,5.6,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,0.95,0.95,11.6,1
3160,15.0,7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,0.58,0.58,9.5,0
3161,27.0,4.8,0.225,0.38,1.2,0.074,47.0,130.0,0.99132,0.4,0.4,10.3,1
3162,19.0,6.7,0.23,0.33,1.8,0.036,23.0,96.0,0.9925,0.4,0.4,10.8,1
3163,26.0,7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,0.46,0.46,10.0,0
3164,16.0,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,0.41,0.41,9.5,0
3165,16.0,6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,0.89,0.89,12.3,1
3166,24.0,6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,0.53,0.53,11.8,1
3167,30.0,6.0,0.52,0.33,7.7,0.046,24.0,119.0,0.99224,0.38,0.38,11.0,1
3168,27.0,6.4,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,0.66,0.66,9.3,1
3169,30.0,7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,0.29,0.29,9.2,1
3170,12.0,7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,0.35,0.35,9.5,0
3171,12.0,6.6,0.19,0.25,1.2,0.052,34.0,181.0,0.99352,0.42,0.42,9.4,1
3172,24.0,7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,0.73,0.73,9.5,1
3173,22.0,10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,0.51,0.51,11.8,1
3174,28.0,5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,0.53,0.53,11.2,0
3175,23.0,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,0.61,0.61,10.9,1
3176,11.0,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,0.4,0.4,9.1,0
3177,24.0,6.2,0.25,0.28,8.5,0.035,28.0,108.0,0.99486,0.42,0.42,10.4,1
3178,25.0,7.0,0.57,0.1,8.3,0.094,23.0,188.0,0.9972,0.47,0.47,9.2,0
3179,11.0,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,0.5,0.5,9.2,1
3180,30.0,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,0.41,0.41,8.8,0
3181,20.0,6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,0.47,0.47,9.3,0
3182,27.0,8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,0.82,0.82,9.6,0
3183,25.0,6.4,0.31,0.53,8.8,0.057,36.0,221.0,0.99642,0.44,0.44,9.1,0
3184,25.0,5.3,0.275,0.24,7.4,0.038,28.0,114.0,0.99313,0.51,0.51,11.0,1
3185,29.0,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,0.39,0.39,8.8,0
3186,23.0,6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,0.34,0.34,12.0,1
3187,29.0,6.8,0.22,0.3,13.6,0.055,50.0,180.0,0.9984,0.39,0.39,9.8,0
3188,20.0,5.7,0.46,0.46,1.4,0.04,31.0,169.0,0.9932,0.47,0.47,8.8,0
3189,15.0,8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,0.38,0.38,10.5,1
3190,30.0,9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,0.55,0.55,11.4,0
3191,10.0,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,0.5,0.5,10.1,0
3192,27.0,8.9,0.27,0.34,10.7,0.029,19.5,166.0,0.99669,0.48,0.48,10.6,0
3193,20.0,9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.99706,0.47,0.47,10.6,0
3194,10.0,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,0.46,0.46,11.5,1
3195,25.0,9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,0.32,0.32,9.7,0
3196,17.0,6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,0.69,0.69,10.2,1
3197,26.0,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,0.46,0.46,8.8,1
3198,27.0,6.8,0.18,0.28,1.1,0.027,32.0,112.0,0.99089,0.45,0.45,11.0,1
3199,23.0,6.8,0.26,0.32,7.0,0.041,38.0,118.0,0.9939,0.52,0.52,10.8,1
3200,18.0,7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,0.59,0.59,12.6,1
3201,17.0,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,0.57,0.57,11.7,1
3202,11.0,8.1,0.45,0.34,8.3,0.037,33.0,216.0,0.9976,0.64,0.64,9.7,0
3203,15.0,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,0.4,0.4,11.3,1
3204,22.0,7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,0.46,0.46,11.9,1
3205,17.0,7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,0.62,0.62,9.4,1
3206,13.0,7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,0.54,0.54,11.1,1
3207,14.0,7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,0.51,0.51,12.8,1
3208,29.0,7.8,0.18,0.46,13.6,0.052,38.0,118.0,0.998,0.5,0.5,10.0,1
3209,29.0,5.6,0.21,0.24,4.4,0.027,37.0,150.0,0.991,0.31,0.31,11.5,1
3210,22.0,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,0.68,0.68,9.5,0
3211,13.0,5.7,0.2,0.3,2.5,0.046,38.0,125.0,0.99276,0.5,0.5,9.9,1
3212,13.0,9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,0.75,0.75,8.8,0
3213,12.0,6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.99466,0.43,0.43,9.5,0
3214,19.0,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,0.38,0.38,9.0,1
3215,10.0,6.3,0.41,0.18,3.5,0.027,23.0,109.0,0.99018,0.54,0.54,12.8,1
3216,18.0,7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,0.55,0.55,9.5,1
3217,21.0,8.3,0.54,0.28,1.9,0.077,11.0,40.0,0.9978,0.61,0.61,10.0,1
3218,14.0,7.3,0.28,0.54,12.9,0.049,62.0,162.5,0.9984,0.45,0.45,9.1,1
3219,26.0,9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,0.58,0.58,9.6,0
3220,23.0,6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,0.46,0.46,8.6,1
3221,12.0,9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,0.25,0.25,10.5,1
3222,22.0,6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,0.38,0.38,12.7,1
3223,10.0,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,0.45,0.45,9.4,0
3224,13.0,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,0.71,0.71,11.5,1
3225,16.0,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,0.46,0.46,9.6,0
3226,17.0,5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,0.36,0.36,10.9,1
3227,20.0,8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,0.81,0.81,10.4,1
3228,19.0,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,0.44,0.44,8.7,0
3229,14.0,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,0.61,0.61,9.3,1
3230,22.0,6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.9898,0.44,0.44,12.6,1
3231,14.0,6.7,0.35,0.32,9.0,0.032,29.0,113.0,0.99188,0.65,0.65,12.9,1
3232,11.0,7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,0.65,0.65,12.8,1
3233,19.0,7.2,0.21,0.31,10.5,0.035,36.0,122.0,0.99478,0.4,0.4,10.6,1
3234,18.0,6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,0.44,0.44,10.5,0
3235,30.0,5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,0.58,0.58,10.5,1
3236,22.0,8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,1.12,1.12,9.1,0
3237,25.0,11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,1.11,1.11,11.0,1
3238,27.0,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,0.42,0.42,11.0,1
3239,10.0,6.5,0.15,0.55,5.9,0.045,75.0,162.0,0.99482,0.4,0.4,9.3,0
3240,26.0,6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,0.41,0.41,8.9,0
3241,22.0,6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,0.65,0.65,11.5,1
3242,25.0,7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,0.31,0.31,12.0,0
3243,20.0,5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,0.39,0.39,9.9,1
3244,19.0,6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,0.61,0.61,12.4,1
3245,21.0,7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,0.41,0.41,9.4,0
3246,14.0,8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.9934,0.48,0.48,9.7,1
3247,19.0,6.9,0.19,0.35,1.7,0.036,33.0,101.0,0.99315,0.54,0.54,10.8,1
3248,14.0,6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,0.36,0.36,10.0,1
3249,25.0,5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,0.64,0.64,12.3,1
3250,21.0,8.3,0.17,0.31,1.5,0.049,48.0,153.0,0.9942,0.58,0.58,9.4,1
3251,11.0,7.1,0.59,0.0,2.2,0.078,26.0,44.0,0.99522,0.68,0.68,10.8,1
3252,29.0,7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.99573,0.53,0.53,9.5,1
3253,19.0,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,0.41,0.41,9.0,1
3254,14.0,7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,0.41,0.41,10.4,0
3255,22.0,7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,0.68,0.68,10.55,1
3256,14.0,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,0.47,0.47,11.2,1
3257,12.0,6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,0.42,0.42,9.0,1
3258,12.0,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,0.38,0.38,10.6,0
3259,14.0,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,0.39,0.39,9.0,1
3260,29.0,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,0.46,0.46,9.0,0
3261,12.0,8.1,0.17,0.21,1.6,0.036,24.0,119.0,0.99396,0.52,0.52,10.1,1
3262,15.0,7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,0.55,0.55,9.7,0
3263,11.0,7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,0.32,0.32,11.0,0
3264,10.0,6.5,0.28,0.34,4.6,0.054,22.0,130.0,0.99193,0.46,0.46,12.0,1
3265,22.0,6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,0.63,0.63,11.5,1
3266,25.0,8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,0.75,0.75,9.3,0
3267,29.0,6.2,0.235,0.34,1.9,0.036,4.0,117.0,0.99032,0.44,0.44,12.2,0
3268,26.0,6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.99434,0.47,0.47,10.0,0
3269,26.0,7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.9969,0.53,0.53,9.2,1
3270,16.0,6.1,0.21,0.38,1.5,0.039,37.0,122.0,0.98972,0.43,0.43,12.0,1
3271,15.0,6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,0.5,0.5,12.0,1
3272,27.0,6.7,0.3,0.45,10.6,0.032,56.0,212.0,0.997,0.59,0.59,9.5,1
3273,11.0,6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.9946,0.45,0.45,9.9,0
3274,26.0,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,0.38,0.38,9.6,0
3275,29.0,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,0.65,0.65,11.0,1
3276,26.0,7.3,0.16,0.35,1.5,0.036,29.0,108.0,0.99342,0.51,0.51,10.2,1
3277,14.0,6.2,0.3,0.26,13.4,0.046,57.0,206.0,0.99775,0.43,0.43,9.5,1
3278,19.0,6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,0.61,0.61,9.8,0
3279,12.0,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,0.41,0.41,10.8,1
3280,10.0,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,0.5,0.5,8.8,1
3281,26.0,6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,0.46,0.46,11.4,0
3282,28.0,8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,0.75,0.75,8.8,1
3283,18.0,5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,0.62,0.62,11.3,1
3284,20.0,6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,0.3,0.3,10.9,1
3285,14.0,5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,0.33,0.33,12.1,1
3286,16.0,6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,0.66,0.66,12.0,0
3287,15.0,6.0,0.24,0.41,1.3,0.036,42.0,118.0,0.99018,0.64,0.64,11.75,1
3288,29.0,6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,0.41,0.41,12.6,1
3289,13.0,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,0.36,0.36,8.6,0
3290,10.0,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,0.57,0.57,9.3,1
3291,24.0,8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,0.61,0.61,9.0,0
3292,19.0,5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,0.61,0.61,12.5,1
3293,11.0,10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,0.78,0.78,12.5,1
3294,18.0,6.6,0.36,0.28,6.1,0.029,12.0,93.0,0.99054,0.27,0.27,12.8,1
3295,21.0,7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,0.39,0.39,10.9,1
3296,24.0,6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,0.53,0.53,9.5,1
3297,17.0,8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,0.49,0.49,9.9,0
3298,18.0,6.9,0.45,0.27,4.7,0.035,17.0,80.0,0.99058,0.36,0.36,12.5,1
3299,30.0,6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,0.49,0.49,9.5,1
3300,10.0,7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.999,0.59,0.59,9.1,1
3301,28.0,9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,0.58,0.58,9.2,0
3302,30.0,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,0.78,0.78,11.4,1
3303,13.0,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,0.6,0.6,10.2,0
3304,17.0,5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,0.42,0.42,11.8,1
3305,20.0,6.8,0.37,0.51,11.8,0.044,62.0,163.0,0.9976,0.44,0.44,8.8,0
3306,14.0,7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.9914,0.44,0.44,10.5,1
3307,22.0,6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.99262,0.35,0.35,12.6,1
3308,23.0,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,0.59,0.59,9.5,1
3309,10.0,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,0.66,0.66,11.7,1
3310,17.0,5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,0.84,0.84,11.9,1
3311,29.0,6.4,0.33,0.44,8.9,0.055,52.0,164.0,0.99488,0.48,0.48,9.6,0
3312,29.0,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,0.51,0.51,13.4,1
3313,29.0,9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,0.6,0.6,9.3,0
3314,30.0,6.6,0.37,0.47,6.5,0.061,23.0,150.0,0.9954,0.45,0.45,9.6,1
3315,14.0,8.4,0.31,0.31,0.95,0.021,52.0,148.0,0.99038,0.32,0.32,11.5,0
3316,30.0,6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.9916,0.54,0.54,10.8,1
3317,14.0,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,0.56,0.56,12.3,1
3318,24.0,7.0,0.25,0.56,2.0,0.035,20.0,95.0,0.9918,0.53,0.53,11.0,1
3319,22.0,6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,0.52,0.52,10.5,0
3320,13.0,6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.99512,0.31,0.31,10.0,1
3321,23.0,7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,0.47,0.47,10.9,0
3322,27.0,8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,0.46,0.46,10.0,1
3323,13.0,6.4,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,0.42,0.42,10.5,1
3324,15.0,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,0.63,0.63,10.2,1
3325,24.0,6.8,0.4,0.29,2.8,0.044,27.0,97.0,0.9904,0.42,0.42,11.2,1
3326,11.0,6.6,0.085,0.33,1.4,0.036,17.0,109.0,0.99306,0.61,0.61,9.5,1
3327,16.0,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,0.44,0.44,8.7,1
3328,24.0,8.1,0.19,0.58,16.65,0.049,48.0,181.0,1.0006,0.62,0.62,9.1,1
3329,29.0,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,0.48,0.48,9.0,1
3330,27.0,7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,0.66,0.66,10.3,1
3331,20.0,7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,0.82,0.82,12.3,1
3332,18.0,6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.99214,0.52,0.52,9.8,0
3333,14.0,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,0.53,0.53,10.3,1
3334,18.0,6.6,0.32,0.41,7.2,0.048,55.0,178.0,0.99537,0.46,0.46,9.4,0
3335,17.0,7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,0.45,0.45,11.3,1
3336,25.0,6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,0.37,0.37,9.9,1
3337,22.0,7.7,0.69,0.22,1.9,0.084,18.0,94.0,0.9961,0.48,0.48,9.5,0
3338,24.0,8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,0.39,0.39,13.3,1
3339,14.0,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,0.72,0.72,11.5,1
3340,18.0,6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,0.6,0.6,12.8,0
3341,12.0,4.4,0.54,0.09,5.1,0.038,52.0,97.0,0.99022,0.4,0.4,12.2,1
3342,19.0,5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,0.34,0.34,11.4,0
3343,29.0,4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,0.61,0.61,9.9,0
3344,13.0,6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,0.52,0.52,11.1,0
3345,23.0,5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,0.87,0.87,12.9,1
3346,23.0,7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,0.72,0.72,9.6,1
3347,24.0,6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,0.37,0.37,9.2,0
3348,19.0,5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,0.49,0.49,11.1,1
3349,19.0,4.7,0.145,0.29,1.0,0.042,35.0,90.0,0.9908,0.49,0.49,11.3,1
3350,30.0,5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,0.76,0.76,11.3,1
3351,27.0,7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,0.56,0.56,9.6,0
3352,24.0,6.9,0.24,0.37,6.1,0.027,38.0,112.0,0.99086,0.34,0.34,12.4,1
3353,13.0,8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,0.86,0.86,11.0,1
3354,24.0,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,0.47,0.47,9.7,0
3355,24.0,7.3,0.2,0.29,19.5,0.039,69.0,237.0,1.00037,0.48,0.48,9.2,1
3356,16.0,7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,0.54,0.54,12.3,1
3357,15.0,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,0.42,0.42,10.9,0
3358,21.0,7.1,0.21,0.4,1.2,0.069,24.0,156.0,0.9928,0.43,0.43,10.6,1
3359,11.0,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,0.48,0.48,10.5,1
3360,25.0,9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,0.59,0.59,9.8,0
3361,22.0,7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,0.53,0.53,11.0,1
3362,28.0,7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,0.6,0.6,10.6,0
3363,27.0,7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,0.47,0.47,11.2,1
3364,28.0,6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,0.57,0.57,11.0,1
3365,17.0,7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,0.54,0.54,9.2,0
3366,19.0,7.3,0.17,0.36,8.2,0.028,44.0,111.0,0.99272,0.41,0.41,12.4,1
3367,30.0,6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,0.52,0.52,10.5,1
3368,16.0,6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,0.68,0.68,10.3,1
3369,27.0,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,0.69,0.69,8.6,1
3370,13.0,7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.99698,0.37,0.37,10.4,1
3371,15.0,7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,0.48,0.48,9.7,0
3372,21.0,6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,0.6,0.6,9.5,1
3373,17.0,11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,0.88,0.88,11.0,0
3374,14.0,11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,0.61,0.61,10.3,0
3375,29.0,8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,0.72,0.72,11.0,1
3376,24.0,8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,0.68,0.68,10.6,0
3377,23.0,6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,0.48,0.48,9.5,0
3378,14.0,7.0,0.27,0.74,1.3,0.173,34.0,121.0,0.99334,0.46,0.46,9.2,1
3379,21.0,7.7,0.31,0.23,2.0,0.069,29.0,134.0,0.99382,0.62,0.62,9.8,0
3380,19.0,7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,0.6,0.6,10.4,0
3381,18.0,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,0.54,0.54,10.1,0
3382,19.0,6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,0.93,0.93,10.7,1
3383,29.0,5.8,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,0.57,0.57,9.6,1
3384,11.0,8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,0.53,0.53,9.6,0
3385,27.0,5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.9902,0.34,0.34,11.4,0
3386,13.0,6.9,0.14,0.29,9.9,0.056,30.0,91.0,0.99512,0.33,0.33,9.9,1
3387,25.0,7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.98988,0.37,0.37,11.7,1
